Ginicial1,Gfinal1,Gmax1,Gmin1,Polo1,Ganancia1,Ginicial2,Gfinal2,Gmax2,Gmin2,Polo2,Ganancia2,Ginicial3,Gfinal3,Gmax3,Gmin3,Polo3,Ganancia3,Ginicial4,Gfinal4,Gmax4,Gmin4,Polo4,Ganancia4,Ginicial5,Gfinal5,Gmax5,Gmin5,Polo5,Ganancia5,Ginicial6,Gfinal6,Gmax6,Gmin6,Polo6,Ganancia6,Ginicial7,Gfinal7,Gmax7,Gmin7,Polo7,Ganancia7,Ginicial8,Gfinal8,Gmax8,Gmin8,Polo8,Ganancia8,Ginicial9,Gfinal9,Gmax9,Gmin9,Polo9,Ganancia9,Ginicial10,Gfinal10,Gmax10,Gmin10,Polo10,Ganancia10,Ginicial11,Gfinal11,Gmax11,Gmin11,Polo11,Ganancia11,Ginicial12,Gfinal12,Gmax12,Gmin12,Polo12,Ganancia12,Ginicial13,Gfinal13,Gmax13,Gmin13,Polo13,Ganancia13,Ginicial14,Gfinal14,Gmax14,Gmin14,Polo14,Ganancia14,Ginicial15,Gfinal15,Gmax15,Gmin15,Polo15,Ganancia15,Ginicial16,Gfinal16,Gmax16,Gmin16,Polo16,Ganancia16,Target
23.4049,60.17804,37.31048,26.89776,17.24218,41.23874,35.12166,28.65914,58.12308,24.23534,108.4592,70.21692,27.09568,81.48266,98.31768,21.36252,16.15594,23.61062,26.09218,19.04456,12.34216,25.2973,27.9464,24.00976,30.87998,17.16702,46.31142,59.45722,15.8534,67.28452,37.53266,17.57406,22.953,60.137,36.865,26.506,17.072,41.009,34.912,29.883,57.479,23.935,107.364,70.157,26.801,81.839,103.778,21.435,15.425,20.613,25.494,18.784,12.045,23.629,26.703,22.953,28.898,16.106,40.819,56.928,15.222,66.704,35.714,17.252,-1.004197,-1.001118,-1.000172,-1.000503,-0.9987718,-0.9972678,-1.006468,-1.003842,-1.002304,-1.004056,-0.9985754,-0.995924,-1.003615,-1.001154,-0.9954962,-1.002529,-0.01289875,-0.1110298,-0.03578537,-0.02320994,-0.01913084,-0.08441735,-0.01028461,-0.01912965,-0.06657898,-0.0120167,-0.2588517,-0.06759127,-0.02291906,-0.03727463,-0.4054683,-0.00940858,Cedro
22.30528,67.86524,36.30788,26.16468,16.55506,39.71376,34.85926,30.49304,55.01652,23.40048,100.7702,68.40764,26.96542,77.58604,90.41946,20.78688,15.4845,27.27684,25.53332,17.82892,11.24928,24.93074,26.85474,25.34648,36.99016,16.44962,50.44062,53.40448,14.9138,62.66008,13.99134,13.25116,21.95,68.317,35.868,25.742,16.409,39.528,34.57,30.275,54.708,23.166,99.812,69.689,26.604,80.22,95.567,20.913,14.915,23.139,24.048,17.307,10.994,23.139,26.088,24.162,35.511,15.99,48.682,51.134,14.294,61.86,12.743,13.076,-1.002812,-1.001816,-1.004495,-1.000592,-1.00045,-1.000346,-1.002259,-1.006188,-1.000579,-1.000137,-0.9997729,-0.9941163,-1.001217,-0.9984989,-0.9922125,-0.9993888,-0.01363973,-0.1149433,-0.01748438,-0.02558264,-0.01681911,-0.0516645,-0.01962629,-0.008054355,-0.05596306,-0.02159746,-0.1711346,-0.0977609,-0.03393494,-0.06267961,-0.6980749,-0.02710434,Cedro
22.46166,61.7542,35.86812,25.5215,16.14796,39.4759,35.19622,31.76132,51.6742,23.02192,97.63164,68.10284,26.31566,76.65602,88.00818,20.61944,15.69686,23.57736,25.98066,17.71508,12.0918,24.69548,26.9883,26.07204,29.54816,16.97352,34.2825,54.50542,14.5983,61.20276,19.42792,16.9839,22.227,61.86,35.511,25.525,16.039,39.29,34.912,31.457,52.249,22.9,97.507,68.019,26.184,78.85,93.434,20.682,15.067,20.14,25.129,17.601,11.501,22.586,26.312,24.247,26.868,15.761,29.728,52.534,13.759,50.952,17.001,16.358,-1.001232,-0.9946392,-0.9990693,-0.9982964,-0.9981281,-0.995762,-1.002046,-0.999761,-0.996836,-0.996489,-0.9977475,-0.9972637,-1.003269,-1.012987,-0.9936388,-1.004182,-0.01958961,-0.2815119,-0.039975,-0.03318743,-0.01996837,-0.09150351,-0.0206017,-0.02411899,-0.1086493,-0.03275773,-0.2725921,-0.07269619,-0.02485275,-0.002319392,-0.5201391,-0.007522213,Cedro
22.09574,63.33988,34.73382,25.08678,15.9509,38.48958,33.87106,28.58646,55.93496,23.12358,101.3594,69.15286,27.05716,77.98034,103.1508,21.17164,19.87114,41.71818,31.03312,22.76876,15.249,31.94614,32.4903,26.68402,46.05112,22.07862,91.80468,66.2132,26.13418,75.9927,86.70456,21.11188,22.456,63.143,34.765,25.068,16.089,38.531,33.901,29.347,56.602,23.274,102.219,69.534,27.612,80.022,108.725,21.387,19.362,40.882,30.878,22.663,15.037,31.124,32.227,26.344,42.988,21.411,85.478,63.669,25.993,72.915,77.335,21.03,-1.004331,-1.001665,-0.9994672,-0.998798,-0.9968321,-0.9962519,-1.000552,-0.9972804,-1.007322,-1.018597,-1.009504,-0.9800999,-0.9970177,-0.9168597,-1.006323,-0.9696417,-0.004422683,-0.0574757,-0.01246047,-0.00868634,-0.003224383,-0.03911786,-0.004934103,-0.007160421,-0.01594915,-0.0006006196,-0.008757516,-0.0607513,-0.003639006,-0.07129845,-0.05265518,0.001284561,Cedro
22.61596,62.45776,35.98228,25.8992,16.4019,39.65344,34.32236,29.02376,56.83048,23.50312,102.6702,69.47958,27.70636,79.05342,101.0904,21.39564,14.96474,16.92536,24.9467,18.52218,11.80696,23.48314,26.62032,22.64682,30.44164,16.69854,39.80192,58.827,15.14862,65.13008,32.18574,18.0381,22.431,62.624,35.714,25.586,16.341,39.648,34.186,29.385,56.928,23.382,102.837,69.534,27.751,79.432,105.056,21.556,14.425,16.122,24.478,18.385,11.423,22.1,25.679,21.875,28.678,15.908,34.716,54.913,14.615,63.802,21.007,17.601,-1.002373,-0.9984143,-0.9991726,-0.9977962,-0.9978688,-0.9954176,-1.004984,-1.00096,-1.002129,-1.005868,-0.9998315,-0.988193,-1.00042,-0.9998766,-0.9926194,-1.003134,-0.01865596,-0.1954199,-0.04253338,-0.03360322,-0.02080392,-0.104205,-0.013795,-0.02109437,-0.06854025,-0.009241013,-0.2127612,-0.1389013,-0.04044769,-0.04978225,-0.6484264,-0.008452729,Cedro
22.7426,54.18464,34.87432,25.09716,15.8317,37.92322,34.95584,31.04386,56.0546,23.42356,102.0477,69.81686,27.20488,78.75452,97.98482,21.18638,16.06278,18.40422,24.9159,17.40516,11.91462,21.0966,28.35556,26.09334,41.3145,19.05986,37.9218,53.87858,13.78786,62.41364,16.14082,17.09234,22.508,54.301,34.765,24.919,15.842,38.075,34.765,30.96,55.536,23.193,101.608,69.38,27.203,78.85,96.667,21.196,15.237,17.601,23.491,16.877,11.741,20.206,27.821,25.463,38.245,18.845,30.157,48.598,13.233,61.734,13.869,16.563,-1.003294,-0.9992814,-1.00205,-1.001518,-0.9991307,-0.9989843,-1.00135,-0.9986561,-0.9918813,-0.9989136,-0.9990246,-0.9971545,-0.9994852,-0.9982591,-0.9930061,-1.002819,-0.01446637,-0.1353269,-0.02765465,-0.02190485,-0.01423213,-0.06465859,-0.01927414,-0.01838973,-0.1362682,-0.01721904,-0.2600159,-0.1012055,-0.05023873,-0.07099868,-0.7226684,-0.00987999,Cedro
22.4759,48.75136,36.33168,25.71748,16.06498,40.25652,35.43162,32.38462,52.57626,23.26536,99.1574,69.04908,26.26986,78.11672,83.187,20.91608,13.35996,20.53524,22.2442,15.46076,10.16544,24.22466,21.94444,25.07782,23.06332,10.73534,27.90748,52.76154,9.31802,55.51942,8.4903,11.9925,22.431,49.276,36.335,25.679,16.139,40.258,35.511,32.402,52.919,23.22,99.519,69.38,26.312,78.276,84.815,21.007,12.605,17.307,21.315,15.315,10.039,22.405,21.007,24.536,21.435,10.287,26.377,49.105,9.257,55.223,7.785,11.626,-1.002326,-0.9977434,-0.9988552,-0.9973613,-0.9970795,-0.995203,-1.001799,-1.000931,-0.9988539,-1.001923,-0.9961441,-0.9923073,-0.9977654,-0.9978592,-0.9899521,-1.001254,-0.02309625,-0.1440646,-0.05929913,-0.05074471,-0.03053761,-0.1083661,-0.03693296,-0.0224369,-0.1226829,-0.03259273,-0.4158368,-0.1550499,-0.07940694,-0.103529,-0.8461191,-0.02595613,Cedro
21.38202,52.29862,35.83726,25.77712,16.31458,39.4829,34.86236,30.64722,56.69984,23.45356,102.491,70.06304,26.81044,79.13292,86.40056,20.82008,18.27298,41.10988,30.62326,21.35546,13.9983,30.45648,30.04582,28.71842,47.43088,20.34226,76.47148,62.9314,19.99356,70.54166,26.93664,17.43282,21.101,52.534,35.511,25.494,16.24,39.349,34.814,30.595,57.258,23.274,101.608,70.472,26.571,79.825,92.915,20.937,17.826,37.906,29.728,21.172,13.869,30,29.652,27.509,45.202,20.184,74.28,56.928,19.789,70.314,22.405,17.307,-1.003317,-1.006598,-1.003497,-0.9981952,-0.9989381,-0.999177,-1.00163,-1.015801,-0.9988,-1.000807,-0.9973233,-0.9852915,-1.000961,-0.9981255,-0.9939196,-0.9999911,-0.005670949,-0.01605755,-0.01019499,-0.01923798,-0.00896688,-0.0347427,-0.01288481,-3.946308e-06,-0.03322745,-0.008929953,-0.125706,-0.1071436,-0.01948058,-0.03515967,-0.4612134,-0.01153094,Cedro
20.47918,59.85278,36.07834,25.38802,14.75202,39.80174,35.15622,31.78512,54.54306,23.34656,102.318,70.87006,28.4054,79.409,100.8938,21.24896,19.2383,46.12794,30.71442,21.68752,13.84188,33.85632,32.93868,30.29954,50.89862,22.56664,81.82578,63.86286,24.16084,74.36534,71.19062,20.52282,20.318,60.017,35.868,25.25,14.915,39.769,34.912,31.626,55.746,23.274,102.219,71.756,28.388,80.22,106.695,21.315,18.967,43.264,30.394,21.532,13.567,31.457,32.49,30,49.448,22.277,80.22,61.986,22.926,71.109,60.257,20.206,-1.004848,-1.005539,-0.998846,-0.9975793,-0.9967912,-0.9939908,-1.001081,-0.9896482,-1.011667,-1.008638,-1.003754,-0.9862495,-1.00997,-0.9782274,-1.009977,-1.011569,-0.002043414,-0.02295792,-0.02083046,-0.01607078,-0.00372224,-0.04152621,-0.00682211,-0.01232041,-0.01369925,7.731694e-05,-0.04180149,-0.07483318,-0.005301178,-0.05798866,-0.03707617,-0.0007967359,Cedro
22.47502,65.06008,37.6613,26.79084,16.38264,41.26818,37.24476,33.48906,61.80426,24.28652,111.5618,74.46238,31.92886,85.10684,108.4847,22.48126,15.32518,21.57616,26.70824,19.32586,12.6346,24.77368,28.64132,22.66466,41.1807,18.57184,56.04298,60.10312,17.75344,69.21536,24.02312,18.40622,21.925,63.802,36.758,26.088,16.189,40.196,36.493,32.756,60.621,23.74,105.706,73.083,31.083,82.67,104.734,22.303,14.764,20.499,26.312,18.988,12.58,23.964,28.032,21.483,38.531,16.965,53.801,58.61,15.441,64.473,21.291,17.826,-1.001764,-0.9991944,-0.9994482,-0.9979195,-0.9969501,-0.9961056,-1.00178,-0.9972335,-1.000575,-1.00608,-0.99896,-0.9956738,-1.001902,-1.002241,-0.990699,-1.004202,-0.01721485,-0.1623278,-0.03782275,-0.03351507,-0.01887935,-0.09480293,-0.01986041,-0.04886262,-0.06492795,-0.003595357,-0.2082895,-0.08777292,-0.03737183,-0.03539451,-0.8916451,-0.007146243,Cedro
19.86232,58.88684,35.71868,24.95464,14.76942,40.08986,34.47244,31.50406,54.28342,23.09004,103.6798,71.99992,27.45744,80.93876,101.0344,20.95912,14.08026,12.93898,20.54066,15.49962,9.91292,18.5764,26.742,19.89804,37.958,18.336,50.67324,60.70318,15.34886,65.26454,24.6896,17.9921,19.574,58.84,34.863,24.391,14.63,39.648,33.948,30.919,54.504,22.742,101.608,71.109,26.67,80.22,103.149,20.937,13.181,11.764,20.296,14.809,9.042,17.216,25.836,18.865,35.061,17.234,37.462,52.439,15.175,58.956,23.823,17.676,-1.005373,-0.9934745,-0.9962619,-0.9948898,-0.9949841,-0.9928652,-1.003723,-1.002028,-1.006056,-1.00427,-1.004761,-0.9888171,-0.9986633,-0.9830115,-0.9913357,-1.004022,-0.007111409,-0.3579966,-0.08261279,-0.06246273,-0.03229575,-0.1876195,-0.01333852,-0.02672361,-0.02828665,-0.007131073,-0.08687809,-0.1631616,-0.04737609,-0.2303524,-0.7588752,-0.005915927,Cedro
25.4827,51.49444,40.40198,29.54834,19.59696,42.53778,41.3467,35.8303,59.01096,25.01892,114.6588,68.16892,32.65892,83.07536,105.7612,23.67274,12.41094,8.29408,22.14982,17.51778,12.6488,21.78586,27.50404,22.73032,34.67096,16.94622,42.86322,51.92888,11.51714,61.7851,13.08776,14.96332,25.099,51.594,39.951,29.01,19.425,42.716,40.945,35.765,58.381,24.682,113.746,67.283,32.01,82.88,106.695,23.601,10.919,6.509,21.483,17.126,12.37,19.898,25.28,20.567,32.358,14.794,28.209,49.105,11.3,59.898,12.153,14.366,-1.000985,-0.9950962,-0.9952154,-0.9971325,-0.9981519,-0.9932019,-1.002603,-0.9990273,-0.9916396,-1.000793,-0.9911621,-0.9927885,-0.9979596,-0.9954974,-0.9812173,-1.000148,-0.04009903,-0.2899466,-0.1148356,-0.05795319,-0.03076964,-0.1702245,-0.03441861,-0.04949461,-0.2419747,-0.02897116,-0.7566087,-0.1495266,-0.09446814,-0.1287718,-1.802526,-0.02986542,Cedro
24.55236,41.11066,39.2295,28.4968,18.83206,39.96344,40.2242,33.79086,57.87748,24.60494,110.6921,67.17048,30.44958,81.16944,97.07668,22.87398,21.13568,33.40064,35.6054,25.80186,18.0741,37.56744,37.24376,32.83606,45.88126,22.61052,80.5011,61.97424,25.57016,76.54632,50.48826,20.71894,24.133,41.328,38.704,28.102,18.683,40.443,39.769,34.522,57.702,24.247,109.766,66.848,30,80.82,101.304,22.742,20.797,32.667,35.16,25.556,17.997,36.705,36.972,32.49,43.613,22.075,78.85,60.865,24.979,75.87,42.988,20.567,-1.000077,-1.003042,-1.000107,-0.9993232,-0.9879043,-0.9907011,-0.9971289,-0.9853188,-0.9976369,-0.9977409,-1.000624,-0.9948457,-1.003147,-0.9882542,-0.9960659,-0.9992588,-0.01096928,-0.01899626,-0.01162461,-0.009307277,-0.005080416,-0.00713914,-0.01384643,0.007753792,-0.04615493,-0.008289327,-0.08464767,-0.03597935,-0.01027366,-0.04222474,-0.2902879,-0.007901204,Cedro
25.69472,62.0069,38.8307,31.68712,21.53934,41.20016,40.593,36.69204,43.6439,23.57728,88.9046,62.9637,24.96404,74.62198,80.7417,20.81458,24.3181,60.9687,37.7918,31.0339,21.3534,39.7269,39.37014,35.99262,45.87556,23.38108,95.32882,62.93748,26.65938,75.76792,96.35948,20.96184,25.494,63.405,38.762,31.584,21.629,41.264,40.443,36.919,46.187,23.712,95.84,65.572,26.735,77.521,100.108,21.101,23.851,60.743,37.353,30.514,21.148,39.469,39.113,35.765,43.613,23.301,88.462,62.367,24.595,71.27,81.429,20.82,-0.9892247,-0.9820584,-0.9639271,-0.9514502,-0.8976406,-0.976269,-0.9406329,-0.8099705,-0.9608045,-0.9616494,-0.967897,-0.8049299,-0.9912354,-0.8306306,-0.9689389,-0.7817171,-0.01620108,-0.001141226,-0.02938763,-0.02842904,-0.01763732,-0.0252818,-0.05498659,-0.08304323,0.0845635,-0.004058294,0.1956494,0.04700396,0.01551766,0.2397972,0.4799677,0.03932998,Moncoro
25.78762,62.30166,38.80044,31.61956,21.6632,41.21254,40.7749,36.84224,43.71012,23.5546,88.2824,62.90422,24.97548,74.3048,79.64958,20.93962,23.61692,60.52228,37.58894,30.92642,21.47092,39.6594,38.97658,35.58266,45.60098,23.27778,94.13414,63.12034,26.46088,75.5222,95.45484,20.87462,25.617,63.537,38.646,31.457,21.629,41.136,40.506,36.705,45.956,23.491,95.84,65.433,26.604,76.596,98.074,21.007,23.546,60.017,36.282,30.554,20.937,39.469,38.762,34.765,43.683,23.139,88.225,62.367,24.595,74.454,81.839,20.774,-0.9776937,-0.9878094,-0.9562495,-0.9398318,-0.9035685,-0.952865,-0.9410122,-0.9006216,-0.9518524,-0.9201939,-0.9712485,-0.730842,-0.995638,-0.8067406,-0.9601517,-0.736327,-0.04648235,-0.01293532,-0.05813272,-0.05258619,-0.03139369,-0.0617352,-0.0938745,-0.1085876,0.07799643,-0.02066189,0.1445085,0.1022394,0.008874605,0.2292497,0.6298051,-0.01552699,Moncoro
24.38882,59.55724,36.92306,30.02434,20.32322,39.27836,38.2032,34.6305,42.51032,22.90348,78.83884,60.497,23.82868,69.74306,73.62014,20.12752,23.4435,59.39356,35.90818,29.18052,20.09692,38.42444,37.04856,34.18696,44.61344,22.59804,85.3227,60.55912,25.5343,70.70042,87.96054,20.32954,24.565,62.24,37.298,30.236,20.544,39.89,38.762,35.11,45.277,23.328,86.15,62.496,25.804,72.249,92.915,20.682,23.274,59.073,35.765,28.972,19.985,38.132,35.21,33.574,42.513,22.508,78.85,53.504,23.574,69.689,74.454,20.162,-0.9905809,-0.9521353,-0.9807151,-0.9893064,-0.9678106,-0.9860974,-0.9947566,-0.8262787,-0.9507956,-0.9976216,-0.9721371,-1.157302,-0.9865213,-0.8674808,-0.9363464,-0.9475708,-0.007051548,0.03621307,-0.01256009,-0.007431852,-0.00129161,-0.008285749,-0.01253545,-0.006612301,0.1106836,-0.001025589,0.1846631,-0.1397227,0.02151774,0.2208733,0.9062839,0.01825346,Moncoro
24.06152,59.88646,36.836,29.88846,20.10808,39.16028,37.8317,34.17932,42.74184,22.75138,79.78582,60.7284,23.91162,70.31136,76.61678,20.03876,23.4465,59.0032,35.37444,28.57052,19.74508,37.94244,36.16876,33.12248,44.69092,22.40606,84.48294,60.74282,25.42552,70.81244,88.30436,20.08946,24.02,61.608,36.865,29.883,20.184,39.469,38.019,34.186,44.98,22.742,84.815,61.86,25.648,71.92,92.4,20.273,23.274,58.61,35.16,28.352,19.638,37.462,36.022,32.845,42.852,22.252,79.825,54.708,23.629,70.157,77.521,19.963,-0.9703641,-0.9612541,-0.9847049,-0.9829264,-0.9701278,-0.9729567,-0.9610985,-0.927831,-0.9423639,-0.9821967,-0.9746046,-0.7649746,-0.98914,-0.6336797,-0.9588874,-0.8425312,-0.01189501,0.0003873875,-0.02109303,-0.01890849,-0.006220248,-0.03211975,-0.04931208,-0.05257623,0.1019357,-0.004306455,0.1085135,0.04520943,0.0140963,0.2102727,0.4963687,0.01676914,Moncoro
25.36462,52.6723,40.07712,32.47064,21.07522,42.83976,40.769,35.8343,40.8029,22.88686,100.9078,63.77566,24.60492,75.90984,72.87276,19.23228,24.3486,51.59302,38.65446,31.41836,20.75492,40.81672,39.35934,35.304,43.75514,23.2281,103.3692,62.37348,25.7325,76.3396,94.4659,19.78988,25.617,53.701,40.135,32.358,21.243,43.057,41.2,36.282,44.037,23.768,105.056,65.852,25.961,79.043,96.39,20.096,24.105,51.226,38.359,31.124,20.096,40.568,39.113,35.11,41.328,23.139,99.227,62.113,24.247,75.156,75.156,19.489,-0.896414,-0.9888026,-0.9917489,-0.9922197,-1.002664,-0.9899378,-0.9910171,-0.926501,-0.9358059,-0.9756942,-0.9596879,-0.9536773,-0.9875375,-0.8356586,-0.9667522,-0.9469692,-0.05322942,-0.003668485,-0.01010816,-0.008165877,-0.00261525,-0.01884378,-0.01153522,-0.01315927,0.1920665,0.01438101,0.1276236,-0.02532493,0.01593651,0.1908624,0.7160697,0.0375938,Moncoro
25.34816,55.13814,39.72442,31.94846,20.62878,42.4797,41.26812,35.70162,41.3405,23.22712,99.4198,63.57668,24.38948,75.9252,76.71922,19.64406,24.64444,53.71912,38.80856,31.48882,20.73904,41.10302,39.74898,35.3424,44.50902,23.35028,104.542,62.67358,25.91418,76.8586,96.14902,20.10686,25.341,56.065,39.89,32.053,20.913,42.716,41.457,36.022,44.833,23.795,105.056,64.338,26.025,80.82,101.304,20.386,24.42,51.873,38.704,31.083,20.499,40.693,39.528,35.11,42.178,23.274,99.227,62.113,24.077,76.414,78.658,19.854,-0.9923339,-1.006405,-0.9813499,-0.9745014,-0.9424267,-0.9582764,-0.9803065,-0.8091957,-0.9655151,-0.9960266,-0.9672149,-0.9677606,-0.9895227,-0.8870139,-0.9709313,-0.9540071,-0.005657567,-0.01272731,-0.01072276,-0.007595475,0.005911229,-0.03284478,-0.02246798,-0.01796332,0.1108346,0.0008625475,0.1542358,-0.01600289,0.01580121,0.1787335,0.5791547,0.02713385,Moncoro
23.25738,62.70984,40.6592,33.02412,22.43336,43.40872,42.16798,39.87756,46.3134,23.9744,104.4725,65.3357,27.34164,82.99852,80.8811,22.40118,20.93142,52.2931,37.8576,30.5085,21.34718,38.71628,39.2623,36.28364,46.05584,23.44416,78.74092,63.65412,26.51232,81.8605,99.02558,22.33928,23.112,63.935,40.63,32.845,22.303,43.473,42.245,39.951,48.431,24.42,106.695,67.137,27.475,87.524,110.826,22.847,20.59,51.409,36.811,30.394,21.22,38.132,38.937,35.817,45.202,23.032,77.149,62.496,26.312,81.225,84.161,22.1,-1.002135,-0.9993105,-0.9983184,-0.9940921,-0.9830593,-0.9902149,-0.9914999,-0.9881014,-1.001149,-1.011034,-0.9989691,-0.9728072,-1.002424,-0.9170184,-0.9619231,-0.97354,-0.005628808,-0.04337093,-0.01547799,-0.01801978,-0.01748963,-0.04950425,-0.02403483,-0.03586506,-0.005495567,-0.00423163,-0.1038655,-0.03732386,-0.00140042,0.005809402,0.7281798,0.004064245,Moncoro
25.33482,63.72788,40.29106,32.49672,21.62156,42.9545,41.47192,39.52238,46.45176,23.8225,102.6142,65.6089,26.74012,82.8807,82.23284,22.15224,24.15208,53.5193,37.80356,30.09016,21.21096,38.91622,39.04612,38.50378,43.3778,23.44112,72.4448,63.6763,24.99516,80.77646,92.65544,22.21654,25.617,65.018,40.381,32.49,21.678,43.195,41.848,39.769,49.276,24.449,106.364,67.283,27.682,89.902,102.527,22.742,23.74,52.439,37.628,29.922,20.983,38.359,38.359,38.188,41.457,23.193,68.769,62.367,24.83,80.022,84.596,21.95,-1.004567,-1.001572,-0.995761,-0.9954798,-0.9731419,-0.9958877,-0.9979167,-0.9128162,-0.9985666,-1.000053,-1.000254,-0.9808939,-1.003152,-0.9335067,-0.9425084,-0.9650394,-0.003961969,-0.03128923,-0.01343922,-0.01382043,-0.01033908,-0.02322474,-0.01188066,-0.04155035,-0.00482726,-0.002390589,-0.1025501,-0.03172985,-0.004357664,0.01210669,0.8274467,0.01073389,Moncoro
24.78676,62.60468,40.13978,32.21758,21.5603,42.79624,41.23486,39.13464,45.75738,23.66406,101.4323,65.52546,26.33232,82.49042,80.30202,22.01462,21.955,35.86074,35.7758,28.2749,19.99898,36.91998,37.39676,34.61008,43.15796,22.79272,66.02606,62.83062,24.6148,80.4548,83.03226,22.02154,25.189,64.203,40.196,32.227,21.532,43.126,41.522,39.951,48.851,24.247,105.706,66.561,27.068,86.832,105.056,22.742,21.483,34.667,34.425,28.032,19.724,36.545,36.598,33.807,40.945,22.431,61.734,61.86,24.391,79.237,79.825,21.826,-1.005945,-0.9995799,-1.003032,-0.9987849,-0.9987604,-0.9970186,-1.003739,-1.000517,-1.004288,-1.005801,-0.999492,-0.9825321,-1.004676,-0.9275029,-0.9946896,-0.9900589,-0.005899253,-0.1019819,-0.01264611,-0.01598241,-0.006893763,-0.03081995,-0.01001074,-0.01473617,-0.01987073,-0.004375627,-0.1247178,-0.03370945,-0.003713666,0.008183229,0.0558774,0.00240802,Moncoro
24.13626,59.00544,40.50444,32.62062,21.80382,43.14678,41.76456,39.58094,46.02698,23.85268,101.9929,65.48588,26.57148,82.6114,78.55496,22.14506,22.14358,53.11884,37.8161,30.35158,20.89004,38.52246,38.003,35.46246,39.67294,22.9614,68.80694,62.8018,25.46362,79.98372,92.07494,21.94864,24.391,60.621,40.568,32.578,21.826,43.264,41.914,39.769,48.348,24.276,104.734,66.561,27.27,85.925,116.42,22.716,20.341,52.249,37.628,30.275,20.613,38.075,37.517,34.716,38.359,22.69,67.871,61.986,25.068,79.043,81.022,21.801,-1.020041,-1.001544,-0.9944674,-0.9956719,-0.9957223,-0.9929711,-0.9925198,-0.9997896,-0.9996866,-1.006043,-0.9979583,-0.9903493,-0.9844061,-0.9867545,-0.9303902,-0.9762904,0.0001152448,-0.01995253,-0.01795633,-0.01288803,-0.006076656,-0.03795294,-0.02762884,-0.01661379,-0.0195074,-0.003294387,-0.152181,-0.02599276,-0.007070492,-0.02044544,1.285147,0.004012898,Moncoro
26.31368,64.4282,40.92774,32.83452,21.86546,43.30172,42.63354,39.95558,47.2471,23.64578,107.634,66.44146,27.26672,83.40978,81.29,22.6421,25.70718,61.58502,39.61714,32.19978,22.05054,41.208,41.0712,38.93494,48.99672,23.67668,111.0494,65.6423,28.76244,84.40922,107.5145,22.91576,26.571,66.704,41.264,32.845,22.176,43.753,42.988,40.568,50.772,24.162,114.878,68.467,28.935,86.832,112.269,23.274,25.159,60.743,39.349,32.053,21.508,40.882,37.298,38.416,47.207,23.574,107.364,63.935,27.001,81.429,84.815,22.742,-0.9823377,-1.002176,-0.982585,-0.9621445,-0.918006,-0.9932259,-1.01524,-0.9175182,-0.9045772,-0.9844675,-0.9722982,-0.8703834,-0.9818727,-0.8539514,-0.9689848,-0.8964937,-0.006036337,-0.01537405,-0.0162111,-0.0160059,-9.880124e-05,-0.01663894,-0.006983992,-0.03143565,0.2013054,0.004361804,0.1399307,-0.01120664,0.02523619,0.2456189,0.8684428,0.04473929,Moncoro
22.04552,53.32796,36.22398,26.82014,16.54572,39.09316,36.69202,34.15732,42.55084,21.1228,95.68166,62.29612,22.94852,74.08644,77.71242,19.00256,21.63978,53.84086,35.1054,26.18976,16.57388,37.30004,35.0361,33.1987,44.48652,20.92358,99.64836,61.66522,24.41768,74.85674,101.5471,19.30284,22.1,55.327,36.178,26.703,16.93,39.29,36.758,34.377,45.202,21.411,104.734,63.802,24.536,76.596,106.034,19.595,21.435,51.317,34.912,26.088,16.409,36.598,34.814,32.711,42.112,20.843,95.296,61.111,22.742,74.107,79.825,19.008,-0.9595937,-0.9837925,-0.9781034,-0.9556619,-0.7696788,-0.9900564,-0.9805657,-0.9158739,-0.9555027,-0.9884412,-0.9547036,-0.9546755,-0.9874922,-0.8930388,-0.9665874,-0.8805259,-0.008491261,0.01488753,-0.0208185,-0.02356796,-0.006646886,-0.01976543,-0.02459166,-0.04871537,0.09499254,-6.226307e-05,0.2310987,-0.01263585,0.01830503,0.1499687,0.7672229,0.04764912,Moncoro
21.983,58.1723,36.34008,26.97454,16.73022,39.217,37.03064,34.35746,42.84524,21.22644,97.48444,62.40332,23.40734,74.30822,79.62864,19.1502,21.32588,56.89598,34.93624,26.16908,16.59176,36.84808,35.42176,33.53692,45.22776,21.0318,102.0114,61.27322,24.78746,75.04662,101.2823,19.45608,22.025,58.956,36.387,27.001,16.736,39.231,37.135,34.425,45.577,21.363,102.837,64.473,24.979,77.149,102.527,19.617,20.843,56.494,34.716,24.19,16.189,36.598,35.21,33.207,42.648,20.937,96.667,59.66,23.22,72.747,79.432,19.132,-0.9754845,-0.9649167,-0.9844352,-1.01232,-0.8596905,-0.9886741,-0.9799922,-0.8879885,-0.9739119,-0.9842928,-0.9747461,-0.8800398,-0.9898925,-0.7965142,-0.9837093,-0.8994369,-0.01352243,-0.0143874,-0.01973168,-0.002134026,-0.01823339,-0.02497497,-0.02541203,-0.06663233,0.0580785,-0.001287619,0.1068316,-0.06553842,0.01311187,0.2039831,0.3659535,0.03096751,Moncoro
