Ginicial1,Gfinal1,Gmax1,Gmin1,Polo1,Ganancia1,Ginicial2,Gfinal2,Gmax2,Gmin2,Polo2,Ganancia2,Ginicial3,Gfinal3,Gmax3,Gmin3,Polo3,Ganancia3,Ginicial4,Gfinal4,Gmax4,Gmin4,Polo4,Ganancia4,Ginicial5,Gfinal5,Gmax5,Gmin5,Polo5,Ganancia5,Ginicial6,Gfinal6,Gmax6,Gmin6,Polo6,Ganancia6,Ginicial7,Gfinal7,Gmax7,Gmin7,Polo7,Ganancia7,Ginicial8,Gfinal8,Gmax8,Gmin8,Polo8,Ganancia8,Ginicial9,Gfinal9,Gmax9,Gmin9,Polo9,Ganancia9,Ginicial10,Gfinal10,Gmax10,Gmin10,Polo10,Ganancia10,Ginicial11,Gfinal11,Gmax11,Gmin11,Polo11,Ganancia11,Ginicial12,Gfinal12,Gmax12,Gmin12,Polo12,Ganancia12,Ginicial13,Gfinal13,Gmax13,Gmin13,Polo13,Ganancia13,Ginicial14,Gfinal14,Gmax14,Gmin14,Polo14,Ganancia14,Ginicial15,Gfinal15,Gmax15,Gmin15,Polo15,Ganancia15,Ginicial16,Gfinal16,Gmax16,Gmin16,Polo16,Ganancia16,Target
22.21814,59.66552,35.98222,26.54676,16.36786,38.85406,36.76134,33.95976,42.89186,21.00682,96.14762,62.28082,23.06924,74.24286,79.7972,19.03686,21.59198,56.12528,34.94794,26.1085,16.63244,36.2317,35.01554,32.63366,44.6473,20.90456,96.16448,61.89564,24.44628,75.1195,99.70164,19.33604,22.508,61.359,35.919,26.474,16.894,39.054,36.758,35.461,45.426,21.315,102.527,63.802,24.712,79.432,106.034,19.617,21.435,55.536,34.814,25.93,16.223,35.714,34.765,31.839,43.683,20.705,95.567,61.608,22.926,72.581,84.596,19.112,-0.9694106,-0.9964816,-0.9746133,-0.9572528,-0.965027,-0.9891503,-0.9765405,-0.9121774,-0.9313559,-0.9923193,-0.9871684,-0.8616376,-0.9766483,-0.6486479,-0.9580136,-0.8789539,-0.01048396,-0.02044459,-0.02226016,-0.01833826,0.003705366,-0.02871369,-0.0303331,-0.06468469,0.1452176,-0.0001010919,0.01742229,0.0008821622,0.02612993,0.471723,0.8968263,0.04375447,Pino
21.5409,53.45504,37.21734,27.52128,17.4263,39.92816,38.59426,35.4408,44.30674,22.0225,97.50718,63.34,24.72256,78.29214,84.49236,20.36372,20.13376,50.64226,34.407,25.30298,16.26484,35.99154,35.56408,33.26472,44.412,21.14076,95.2646,62.50664,24.0461,78.08304,105.7436,19.51356,21.339,54.403,37.08,27.135,17.307,40.012,38.531,35.31,45.128,21.9,101.003,68.467,24.624,85.035,111.543,20.408,20.029,50.147,33.996,22.926,16.089,35.817,35.26,32.845,43.824,20.983,94.49,61.483,22.979,77.149,85.478,19.425,-0.9935713,-1.002091,-0.9928386,-1.005088,-0.9906436,-0.993045,-0.9912762,-0.9755558,-0.9148942,-0.9880438,-0.9980452,-0.8334451,-0.8999071,-0.7647735,-0.9607746,-0.9904509,-0.01037041,-0.009793941,-0.02470353,-0.005804271,-0.01160702,-0.03164702,-0.02842962,-0.04219641,0.02145943,-0.01142373,-0.007112931,-0.0754467,-0.05801533,0.1420822,0.8170029,-0.007433751,Pino
20.84758,50.2711,36.63292,26.87696,16.75078,39.50168,37.8243,34.81666,43.3463,21.63802,95.04786,63.23296,23.85404,77.94198,84.60694,19.81206,20.53346,50.06816,35.50732,26.15138,16.33322,37.89652,36.05048,34.2977,45.0438,21.1483,100.0197,61.74924,24.31534,77.3765,104.3906,19.47908,20.728,51.226,36.44,26.67,16.701,39.588,37.573,34.912,45.426,21.629,101.003,64.473,25.129,79.825,107.701,19.92,20.431,49.191,35.31,25.993,16.223,37.407,35.714,33.482,43.264,21.101,93.959,60.499,23.574,76.414,84.161,19.383,-0.9161369,-0.9713303,-0.9719985,-0.9650962,-0.9834907,-0.9759422,-0.9750245,-0.8051484,-0.9230013,-0.9932479,-0.9568213,-0.920575,-0.8905205,-0.8682423,-0.9353242,-0.9685831,-0.02459052,0.007343773,-0.02552425,-0.02316406,-0.006639892,-0.03020059,-0.03535663,-0.06843623,0.1164854,-0.00302134,0.2069333,-0.07565875,0.03404267,-0.01241596,1.229737,-0.006134175,Pino
21.4541,49.25916,36.3143,26.63014,16.53932,39.16178,37.48838,34.51008,43.28156,21.4864,94.21394,63.14664,23.78636,77.75556,85.22598,19.69034,20.91758,47.93678,34.51208,25.52352,16.08962,36.72894,35.56704,33.53586,44.79072,21.08544,97.84072,61.59414,24.50996,77.71098,102.435,19.54712,21.196,49.796,35.868,26.216,16.409,38.937,37.189,34.57,45.128,21.483,98.36,63.802,24.919,82.88,106.695,20.029,20.843,47.69,34.329,25.433,16.039,36.074,35.31,33.298,42.852,20.983,92.4,61.111,23.382,71.594,85.701,19.404,-0.9177589,-0.9941871,-0.9869375,-0.9779778,-0.9729716,-0.98932,-0.9810359,-0.9035337,-0.9561973,-0.9872153,-0.9652057,-0.8544321,-0.9734955,-0.37334,-0.9635925,-0.7692756,-0.03850708,-0.007126008,-0.02369764,-0.02315744,-0.01190911,-0.03034418,-0.03283774,-0.07747629,0.05785311,-0.003911774,0.111632,-0.09354807,0.0131939,0.1683644,0.6090855,-0.02086425,Pino
22.18794,54.83268,37.34072,27.74522,17.55766,40.06864,38.76218,35.53682,44.60916,22.1211,98.32608,63.40278,25.0646,78.24302,84.4507,20.49632,21.70984,54.02336,35.84644,26.63968,16.90992,38.09136,36.7965,34.80288,46.10384,21.55108,103.4506,61.76254,25.57226,77.72104,104.3027,20.15722,22.1,55.746,37.026,27.406,17.471,39.89,38.473,35.461,46.575,22.125,104.413,64.608,26.025,81.429,106.695,20.682,21.605,53.504,35.663,26.474,16.841,37.795,36.598,34.377,44.396,21.508,97.225,61.111,24.741,77.149,84.161,19.854,-0.9170617,-0.9288404,-0.9828459,-0.9840273,-0.9812369,-0.9888687,-0.9827514,-0.8707595,-0.9027384,-0.9913376,-0.9592069,-0.9152954,-0.9269728,-0.9255504,-0.9474807,-0.9778396,-0.02898825,-0.001812806,-0.02209486,-0.01619195,-0.01010861,-0.01998753,-0.02865909,-0.06854252,0.1354198,-0.004554324,0.1990994,-0.09539195,0.02413145,0.008191193,1.027711,-0.005266503,Pino
23.55378,66.80812,37.4051,28.51066,18.38422,40.40376,38.66138,36.10996,44.7474,22.70336,102.712,64.75866,25.66198,80.18574,86.45444,21.0727,22.28664,62.49136,35.39524,27.09798,17.66482,37.93006,36.66204,34.92056,45.98564,22.20798,104.991,63.12694,25.9162,79.89368,105.1593,20.90236,23.247,68.168,37.189,28.352,18.366,40.196,38.416,36.074,46.653,22.794,110.471,65.433,26.703,85.701,109.07,21.315,22.227,61.986,35.26,26.768,17.62,37.243,36.44,34.667,45.728,22.1,103.778,60.621,25.617,72.915,99.812,20.682,-0.9882392,-0.9964733,-0.9895173,-0.985562,-0.9816982,-0.9786011,-0.9851443,-0.9648221,-0.9427217,-0.9945631,-0.9733253,-0.8311796,-0.8364429,-0.6767551,-0.9238432,-0.9221802,-0.01377278,-0.0255169,-0.02181113,-0.02022976,-0.01197764,-0.05036098,-0.02606475,-0.03209086,0.08886747,-0.003106714,0.1080722,-0.1646987,0.05470291,0.1882633,1.515128,-0.001379536,Pino
21.88538,68.82072,37.91874,28.83796,18.69194,40.92904,39.06588,36.31864,44.75502,22.79914,105.3819,65.52656,26.36864,80.80044,89.02184,21.0365,22.87234,68.17782,36.91212,28.26274,18.62942,39.36762,37.10442,35.64918,46.44398,22.28862,107.9385,64.07984,27.3258,79.27248,107.9906,20.70918,22.979,70.157,37.683,28.642,18.784,41.009,39.054,36.598,46.731,22.926,108.725,65.852,27.544,82.67,113.373,21.363,21.339,67.576,36.651,27.751,18.425,39.113,36.811,35.26,44.833,22.201,103.149,63.669,25.804,69.844,87.99,20.454,-0.9908547,-0.981683,-0.9733112,-0.7749697,-0.938174,-0.9784683,-0.9869549,-0.7767718,-0.9506304,-0.9938197,-0.967247,-0.9203127,-0.9924091,-0.9141769,-0.9642866,-0.9702155,0.01026083,0.002530488,-0.02054796,-0.1036478,-0.006410381,-0.02719854,-0.02370489,-0.09535585,0.08793382,-0.002744174,0.06511592,-0.0795932,0.007112493,-0.07976828,0.6109445,-0.004320334,Pino
23.62586,67.99258,38.42066,29.29946,19.0233,41.43272,39.77398,37.08624,45.48942,23.15962,106.4438,65.91786,26.40198,81.96332,87.62898,21.47182,23.19088,66.45884,36.75162,28.22838,18.60626,38.77252,37.82604,35.97854,47.29544,22.85758,110.1106,64.33266,27.24292,81.9346,108.5368,21.46408,23.491,69.226,38.245,29.047,18.886,41.393,39.648,37.243,47.609,23.22,111.543,67.576,27.338,85.256,111.543,21.654,23.032,65.852,36.651,28.067,18.425,38.646,37.189,35.714,45.351,22.663,105.056,60.988,25.961,79.628,89.417,21.315,-0.9345646,-0.9595304,-0.9775668,-0.9444801,-0.9566962,-0.985848,-0.9843913,-0.8972618,-0.9461808,-0.9786906,-0.9661313,-0.8155754,-0.9873355,-0.6671548,-0.9697455,-0.678161,-0.0235108,-0.01900345,-0.03460949,-0.05354384,-0.01797793,-0.03738071,-0.02895615,-0.0859053,0.09150173,-0.004168212,0.1209267,-0.1545664,0.008351697,0.21259,0.6242741,0.01877915,Pino
24.78822,59.23634,39.5547,30.05284,19.71614,42.57,41.58724,38.0008,46.0195,24.17274,105.9332,66.12778,26.72652,85.38382,87.46538,22.43436,21.61754,49.64172,35.3779,26.05284,17.5552,37.3142,35.95402,35.36818,31.98494,19.25204,56.10366,61.82602,19.73332,77.69934,67.96156,20.11512,24.624,60.621,39.349,29.883,19.681,42.58,41.587,37.739,47.287,24.276,107.029,67.723,27.034,86.832,95.026,22.611,20.751,47.772,35.11,25.867,17.49,35.16,35.36,34.765,30.878,17.826,53.801,61.483,18.825,76.78,63.537,19.681,-1.009418,-1.000561,-1.000536,-1.000526,-0.9997077,-1.001212,-1.003209,-0.9953771,-1.003306,-1.004331,-0.9981147,-0.9884263,-1.002985,-0.9955211,-1.002344,-1.004455,-0.00125155,-0.03340433,-0.01216925,-0.01153154,-0.006877437,-0.0199226,-0.01047756,-0.01520116,-0.0337691,-0.009079055,-0.213128,-0.04146211,-0.01638712,-0.0385462,-0.06431966,-0.005197736,Pino
25.36108,61.97678,39.93534,30.42762,20.07806,42.96276,41.80522,38.18168,48.38466,23.99704,110.2473,68.33016,28.62126,87.78104,91.11366,22.421,24.65564,59.84254,38.0246,28.81014,19.33312,39.51596,40.04076,36.90132,50.08898,23.9235,104.5442,65.57318,28.3304,86.99502,105.9443,22.41092,25.129,63.935,39.709,30,19.876,42.988,41.457,38.995,50.502,24.247,111.905,69.38,28.898,91.638,114.878,22.637,24.362,57.368,37.795,28.678,19.008,38.995,39.528,33.39,47.853,23.74,100.703,61.235,27.647,86.376,92.915,22.227,-0.9733661,-1.01272,-0.9846982,-0.9984477,-0.9913828,-0.9959915,-0.9711294,-0.9552264,-0.9326985,-0.9570787,-0.9973698,-0.8899644,-0.943865,-0.8325562,-0.9349927,-0.7812497,-0.01537275,-0.01974574,-0.02462522,-0.005529665,-0.008246317,-0.02030573,-0.04136467,-0.04932813,0.108871,0.003476412,-0.01182817,-0.1509137,-0.01728784,0.001489328,1.137214,0.0101397,Pino
25.2343,64.50038,39.60646,30.31236,20.0039,42.66216,41.62894,37.93534,50.94418,24.14664,110.9388,67.8244,29.35008,88.939,99.23118,22.81396,24.87594,63.46474,38.48032,29.30236,19.57666,40.92034,40.27566,37.59726,51.7615,23.91408,108.9186,65.8946,29.17826,87.29782,107.7903,22.59842,25.099,66.276,39.409,30,19.854,42.92,41.522,38.075,52.344,24.391,112.269,68.921,29.423,90.887,116.811,23.006,24.536,62.883,38.075,29.234,19.489,40.63,40.012,37.243,50.235,23.74,106.034,65.572,28.388,85.701,98.936,22.508,-0.7224373,-0.9837868,-0.9727239,-0.9840128,-0.9592825,-0.9837073,-0.9325047,-0.7483214,-0.936709,-0.9817667,-0.9884559,-0.9447178,-0.9905763,-0.7107826,-0.9583362,-0.8941561,-0.09779896,0.005861331,-0.02449061,-0.01334036,-0.01504597,-0.02144551,-0.07365736,-0.09811152,0.04857126,-0.002292459,-0.02030336,-0.06015206,-0.004256434,-0.224664,0.5044751,-0.01333198,Pino
25.03344,65.79628,39.50004,30.06676,19.87798,42.5274,41.59754,37.8806,47.90426,24.09654,108.7654,67.45562,28.09434,86.73752,91.67018,22.70638,24.76808,63.83104,38.16466,28.84738,19.23462,40.80672,39.93788,37.18698,49.37244,23.70874,105.0635,65.2209,28.12474,85.66148,95.1541,22.25014,25.099,67.429,39.29,29.728,19.746,42.58,41.457,37.683,50.235,24.162,112.269,68.317,28.642,88.462,111.543,22.9,24.595,61.986,38.019,28.788,19.091,40.443,39.769,36.493,47.69,23.629,103.149,64.338,27.509,85.256,91.891,22.1,-0.9654846,-1.00686,-0.9848894,-0.99066,-0.9841301,-0.9824648,-0.9770747,-0.7729306,-0.9180534,-0.9917274,-0.9953184,-0.9325205,-0.9423824,-0.8945662,-0.9907574,-0.9761859,-0.007271597,-0.01212412,-0.01694991,-0.01125063,-0.009709553,-0.02995875,-0.03080994,-0.1470947,0.1275356,-0.002341743,-0.006102109,-0.06729868,-0.001477457,-0.0111308,0.09839787,-0.006201173,Pino
23.92354,67.3475,38.44824,29.29218,19.30538,41.20652,40.10416,37.52442,48.06448,23.2794,104.3256,66.97792,28.56816,84.60718,91.16494,22.26842,23.81966,64.78942,37.74904,28.75596,19.13336,39.91706,38.56556,37.08166,49.19842,23.23512,105.6487,65.71404,28.4913,84.0475,106.1847,21.98752,24.02,68.317,38.302,29.196,19.236,41.328,40.073,37.795,49.796,23.491,106.695,69.226,28.825,86.604,112.269,22.431,23.193,64.069,37.628,27.509,18.927,39.769,38.359,36.651,48.265,23.193,103.463,65.294,27.961,81.633,93.434,21.801,-0.7831738,-0.9932384,-0.9470031,-0.9371547,-0.9054163,-0.9802039,-0.9618468,-0.7183677,-0.6793692,-0.9547993,-0.9347152,-0.8507938,-0.933053,-0.8612694,-0.9120159,-0.9414716,-0.02075475,-0.01373039,-0.02917635,-0.03834701,-0.02426673,-0.02154779,-0.04698267,-0.09327569,0.4209045,0.002473131,0.06374396,-0.1219487,-0.02340399,-0.01752904,1.454164,-0.007875976,Pino
23.70508,68.5281,38.00782,28.80868,18.92748,40.87084,39.65106,37.17416,47.10472,23.2082,103.0626,66.37,27.65094,83.60662,88.84394,21.971,23.06662,65.27162,36.53644,27.41602,18.18814,38.85592,37.0663,36.15064,46.58252,22.48328,91.21766,64.41926,25.48116,81.21758,90.29544,21.12096,23.712,70,37.795,28.605,18.825,40.819,39.528,37.189,48.935,23.328,105.38,66.704,27.578,85.256,106.364,22.227,22.873,64.473,33.39,26.344,18.113,38.245,34.473,35.714,46.11,22.303,89.902,61.734,25.402,80.619,77.897,20.937,-0.985642,-0.9991309,-1.033336,-0.9972609,-0.9753346,-0.9916217,-0.9998118,-0.9028583,-0.9978493,-1.000857,-0.9997544,-0.9214716,-0.9835624,-0.9332657,-1.002098,-0.9966218,-0.006476393,-0.01532823,0.016315,-0.0104546,-0.01714954,-0.01945699,-0.01713522,-0.06318123,-0.001825447,-0.002278578,-0.04353777,-0.1252737,-0.0287618,-0.08057683,-0.05883146,-0.004478249,Pino
20.37824,51.74348,32.03556,24.09164,14.8132,35.04034,31.63242,29.26762,42.65402,21.13812,71.9756,62.3293,23.22432,69.67814,74.04814,18.65806,19.90268,49.72356,30.8515,23.15322,14.28258,32.45132,30.1225,28.2471,44.02314,20.72708,75.18306,61.52744,23.33938,70.06496,85.42824,18.45868,20.206,52.63,31.753,23.879,14.794,34.912,31.457,28.935,44.252,21.101,75.87,63.274,23.879,71.27,89.902,18.744,19.789,49.276,30.434,22.9,13.953,32.01,29.728,27.856,42.58,20.613,71.27,60.257,22.979,68.769,74.454,18.346,-0.9472231,-0.9938234,-0.9799855,-0.9811343,-0.9909082,-0.9921234,-0.9802933,-0.9246354,-0.9197479,-0.9579199,-0.9566742,-0.9266741,-0.8032635,-0.9127505,-0.941046,-0.9612582,-0.02221332,-0.01436652,-0.02425433,-0.01660923,-0.006361403,-0.02346977,-0.0285427,-0.06289709,0.09465403,-0.01429512,0.1048325,-0.07036769,0.004875574,0.00249826,0.6091487,-0.005623186,Pino
20.28932,51.79508,31.96464,24.05286,14.8445,34.90762,31.45342,28.9981,42.35622,20.98342,71.6329,61.88528,23.13544,68.94232,72.99094,18.54062,19.70326,48.9242,30.45826,23.2677,14.61756,32.87686,30.00972,27.8487,43.89906,20.74502,73.1494,62.28632,23.57496,70.6757,86.1356,18.53696,20.051,52.344,31.668,23.851,14.809,34.863,31.332,29.084,44.252,20.937,74.628,63.012,23.795,73.592,87.524,18.683,19.132,48.514,30.078,22.926,14.439,32.49,29.767,27.544,42.379,20.613,71.594,60.865,22.926,68.921,74.454,18.425,-0.9510504,-0.9938243,-0.9878564,-0.9808098,-0.9721264,-0.9884043,-0.9822689,-0.9753732,-0.8971213,-0.9407209,-0.9693821,-0.8563662,-0.9670116,-0.8551517,-0.9611162,-0.6683149,-0.0271425,-0.01953121,-0.02050395,-0.0168808,-0.008185043,-0.02621387,-0.02414057,-0.02767963,0.1356316,-0.01242786,0.05332755,-0.005763342,0.01096684,0.1308095,0.4697594,0.004466167,Pino
20.1688,51.3508,31.8954,23.90784,14.74142,34.89512,31.33896,28.89804,42.18562,20.91964,71.09094,61.8452,23.00018,68.95212,72.75618,18.46808,19.44514,49.5375,30.52786,22.75202,13.9954,32.76198,29.27006,27.99912,43.17154,20.00304,70.72714,60.92702,22.45128,68.16314,79.57892,17.79246,19.963,51.967,31.584,23.601,14.601,34.473,31.166,28.388,43.403,20.728,72.915,62.753,22.953,71.27,82.67,18.444,19.299,49.191,30.355,22.508,13.911,32.578,29.121,27.961,41.914,19.963,70,60.137,22.354,66.561,74.628,17.751,-0.9562684,-0.9837279,-0.9787123,-0.9861148,-0.9884227,-0.9902909,-0.9809096,-0.9519095,-0.9230611,-0.9878097,-0.9637528,-0.8955633,-0.9829868,-0.7840313,-0.8945692,-0.9907493,-0.02776156,-0.01754132,-0.02928888,-0.01711141,-0.00846806,-0.0218613,-0.03476634,-0.04010507,0.06213233,-0.01100183,0.02389025,-0.08971241,-0.007466313,-0.06019983,0.8038399,-0.006202637,Pino
22.8565,55.78488,36.86842,28.15076,17.39916,40.06118,37.99072,34.05934,44.87096,23.4449,100.7606,64.9283,24.14848,79.85288,82.85304,20.2077,21.75784,52.3237,34.81596,26.59674,16.6688,37.33288,35.74386,32.52788,45.85416,23.04074,100.5852,64.43076,24.23686,80.8834,93.8339,20.06284,22.821,56.602,36.919,27.961,17.398,40.258,38.188,33.948,46.81,23.657,103.778,66.992,24.449,82.88,97.507,20.59,21.703,51.967,34.765,26.571,16.597,37.189,35.612,32.314,45.054,22.926,96.667,56.928,23.851,80.022,84.596,19.985,-0.995882,-1.001019,-0.9920673,-0.9931586,-0.995627,-0.9933583,-0.9934082,-0.9897494,-0.9501298,-0.9983193,-0.9938232,-0.907208,-0.9294789,-0.872297,-0.953115,-0.989328,-0.006508529,-0.01223048,-0.01923429,-0.0132402,-0.00468053,-0.02191653,-0.01756949,-0.01669034,0.06515321,-0.001924585,0.005766252,-0.01083459,0.005069104,0.1197041,0.5712381,-0.0007231243,Pino
22.03268,58.51256,35.08504,26.55498,16.65846,38.16978,35.13842,32.00444,43.93652,22.0615,88.0073,65.60114,24.701,75.80132,77.92554,19.50194,22.38092,57.25634,33.64312,25.05438,15.44178,35.3171,35.17408,32.3267,47.57906,22.96236,97.20016,65.89556,25.32018,80.09364,96.30696,20.25502,22.742,61.86,35.765,26.67,16.754,39.172,35.817,33.07,48.265,23.139,98.074,69.38,25.494,82.045,102.837,20.318,21.483,53.015,33.482,24.919,15.315,35.011,34.329,31.124,43.126,21.703,82.88,62.753,24.02,73.592,76.596,19.32,-0.9592132,-1.007312,-0.9890348,-0.9969868,-0.996879,-0.9943286,-0.9343521,-0.9423326,-0.9485429,-0.9552976,-0.955984,-0.9260783,-0.9708566,-0.8738225,-0.9405035,-0.9397949,0.01914114,-0.02280652,-0.01094532,-0.006575977,-0.005552062,-0.01606769,0.02082206,0.03100619,0.1834857,0.04048037,0.3690722,0.05121404,0.0109549,0.5510919,1.148859,0.04078944,Pino
25.34528,64.34148,38.22466,31.21156,21.43238,40.52704,40.01594,36.2997,44.53658,23.27292,88.54288,62.59136,25.13808,74.3368,83.4555,21.22914,24.74388,63.44888,36.94284,30.06108,20.84104,38.8969,38.4404,35.11118,46.23808,22.9168,93.47706,62.46766,26.727,74.57958,96.18338,21.23286,25.31,65.993,38.188,31.124,21.483,40.756,39.951,36.545,46.653,23.491,95.84,65.156,26.868,76.964,99.812,21.532,24.536,62.883,36.387,29.961,20.751,38.531,36.705,34.57,44.541,22.716,87.99,62.113,24.536,73.934,74.107,21.101,-0.9515127,-0.9308071,-0.9668028,-0.9609359,-0.9852434,-0.9763744,-0.9840514,-0.9112113,-0.9388325,-0.994527,-0.9650629,-0.8406677,-0.984173,-0.7672502,-0.9842059,-0.8933881,-0.01877998,-0.001226165,-0.03434641,-0.0329677,-0.006739118,-0.03017187,-0.02675764,-0.07589067,0.1059407,-0.001990535,0.1673556,0.02036226,0.02096433,0.1499939,0.1719587,0.01097701,Sapan
24.69008,56.60668,39.8589,32.22606,21.12844,42.71082,40.63304,35.846,41.64164,22.85242,101.0816,64.10122,25.11574,76.57554,75.29588,19.5937,24.55562,56.03352,39.21686,31.76136,21.129,41.61316,39.6971,35.80292,44.84036,23.26266,104.3117,63.10508,26.26478,76.94232,95.26038,20.16652,24.919,57.927,39.951,32.097,21.315,43.057,41.2,36.44,45.202,23.712,105.706,65.993,26.474,80.022,99.227,20.408,24.478,55.223,38.937,31.332,20.867,41.457,39.29,34.619,41.848,23.059,100.108,61.235,24.682,76.596,76.414,19.811,-0.9477928,-0.9843677,-0.9514535,-0.8723896,-0.8710331,-0.9693966,-0.9890155,-0.7102777,-0.9658301,-0.9753443,-0.9724287,-0.9685055,-0.993391,-0.910181,-0.9764034,-0.9326461,0.002215492,0.002885366,-0.01803677,-0.04970095,-0.008255806,-0.02217353,-0.009613633,0.05227536,0.1085077,0.01584725,0.08830387,-0.01751965,0.00813393,0.1019747,0.4679894,0.04364401,Sapan
25.37882,57.80402,39.76188,32.07768,21.08136,42.66452,40.56304,36.3593,42.1681,22.86832,100.7155,64.1524,25.21526,76.655,76.41588,19.81296,25.2741,56.94444,39.27144,31.86254,21.38514,41.73866,39.97724,36.3655,45.57368,23.49524,105.0114,63.78636,26.92322,78.13638,99.2024,20.56718,25.742,59.306,40.381,32.183,21.678,43.057,41.072,36.972,45.88,23.795,106.034,66.418,27.001,80.022,105.38,20.705,25.129,56.065,38.646,31.668,20.937,41.072,39.709,35.817,42.648,23.059,100.108,63.274,24.86,73.422,78.276,20.029,-0.9412744,-0.9931888,-0.9626527,-0.9084753,-0.9601759,-0.9579697,-0.9400188,-0.8300556,-0.9637545,-0.9610388,-0.9645601,-0.9226673,-0.98884,-0.686714,-0.9708473,-0.9419346,0.003963209,-0.003675283,-0.009357002,-0.01504768,0.005189607,-0.02441079,-0.01377225,0.02634433,0.1223787,0.03126903,0.1527985,0.008956736,0.01570335,0.5854932,0.6612791,0.04602578,Sapan
25.27034,58.68614,39.84058,32.15428,21.06384,42.71206,40.80138,36.21144,42.52,22.89872,101.4814,64.5274,25.41864,77.32072,79.06998,19.90266,25.10172,57.88474,39.15666,31.67672,21.06656,41.64046,39.67532,35.92362,45.31258,23.31072,104.7152,63.765,26.6494,77.2103,98.73188,20.45556,25.463,60.137,39.769,32.097,21.101,42.784,41.072,36.493,45.652,23.657,105.706,65.852,26.801,79.628,101.913,20.751,24.979,57.591,38.995,31.416,20.659,41.328,38.937,35.714,42.716,23.032,100.703,61.111,24.949,59.189,80.82,20.051,-0.955827,-0.9886954,-0.9399748,-0.8955327,-0.9649839,-0.9705262,-0.9838882,-0.8438022,-0.9677678,-0.9643791,-0.9598402,-0.7919755,-0.9906364,-1.130448,-0.9746625,-0.91887,-0.001473382,9.374761e-05,-0.0308777,-0.05403511,-0.005280496,-0.02626678,-0.01634403,-0.02207973,0.09080399,0.02189802,0.1227613,-0.06010567,0.00841444,-0.2037685,0.5318826,0.05041947,Sapan
25.73144,61.7896,40.53568,32.68378,21.73884,43.10424,41.89592,39.6252,46.00866,23.7504,103.7285,65.71798,26.67662,83.0163,79.11948,22.11892,25.12848,60.9029,38.88208,31.34716,20.98074,41.16314,40.07126,38.84382,48.10634,23.5656,108.1568,63.74404,27.08068,82.3883,100.3102,21.91008,25.463,63.405,40.381,32.446,21.605,42.988,41.783,39.349,48.431,23.768,108.725,65.993,27.304,85.035,104.734,22.303,24.595,60.499,38.588,31.166,20.843,40.819,39.231,38.473,46.033,23.355,102.527,62.883,25.711,73.592,82.46,21.801,-0.7257557,-0.9660381,-0.9457173,-0.924638,-0.9236534,-0.9601342,-0.9679458,-0.741001,-0.9683295,-0.9545995,-0.9832465,-0.9616671,-0.9939169,-0.7919805,-0.9672447,-0.908609,-0.1506133,0.005396993,-0.07274444,-0.08915487,-0.05247547,-0.06021759,-0.05406128,-0.1847101,0.05716741,-0.005138459,0.05898633,-0.05550672,0.001549923,-0.0665698,0.7128315,-0.01438136,Sapan
22.51588,60.70156,36.21138,26.79296,16.50652,39.09296,36.97038,34.16684,43.15498,21.22052,97.42266,62.55244,23.4377,74.63566,81.27884,19.242,22.19878,58.47348,35.36634,26.27944,16.64196,37.2524,35.87424,33.70218,45.76458,21.19208,102.9829,62.21976,25.03562,76.64692,102.1883,19.57838,22.431,62.113,36.178,26.637,16.684,39.172,36.972,34.233,45.956,21.339,104.095,63.802,25.463,78.85,106.034,19.703,22.075,57.591,35.21,26.088,16.256,36.545,35.511,33.39,43.195,21.054,96.945,61.986,23.139,72.414,82.88,19.215,-0.7624305,-0.9942048,-0.9020418,-0.8874357,-0.9429062,-0.99033,-0.9524854,-0.7793555,-0.9576348,-0.927411,-0.9645124,-0.8784619,-0.9929066,-0.7856291,-0.9691687,-0.8922927,-0.06186816,-0.01331439,-0.06103714,-0.04613033,0.002378727,-0.01975443,-0.04105101,-0.06119655,0.09884381,0.001165116,0.1818281,0.02107674,0.01222112,0.3461447,0.6520459,0.03007366,Sapan
22.8142,64.98554,36.08168,27.14354,17.04008,39.11198,37.20564,34.49784,43.75496,21.97414,98.41362,63.12776,24.54364,78.40734,87.93254,20.34566,22.27902,63.04432,35.06474,26.65946,16.98856,37.69044,35.25606,33.11298,44.87846,21.47678,102.546,62.75858,25.72434,78.70742,106.2633,20.23938,22.69,65.993,35.817,26.934,17.036,39.113,37.026,34.377,45.577,21.925,104.095,65.018,25.804,83.091,114.498,20.499,22.201,62.624,34.863,26.506,16.841,36.758,34.863,31.332,42.178,21.363,97.507,54.301,24.247,77.897,89.902,20.14,-0.8352393,-0.9861569,-0.9638924,-0.9375364,-0.8526729,-0.9810889,-0.9772831,-0.9830583,-0.9899428,-0.9971843,-0.9488728,-0.8346783,-0.9739992,-0.3953672,-0.930716,-0.8837194,-0.06156545,-0.01492378,-0.03411709,-0.03258336,-0.0151629,-0.0287331,-0.03889998,-0.02471164,0.007966595,-0.002255306,0.2110519,-0.001716927,0.02255305,0.4513036,1.293392,-0.0008611643,Sapan
